epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
63,0.0911,0.0099,0.0799,0.0974,4.3878,0.0806,0.0673,32
64,0.0900,0.0105,0.0784,0.0965,4.2890,0.0711,0.0496,32
65,0.0893,0.0097,0.0782,0.0964,4.2788,0.0903,0.0912,32
66,0.0899,0.0104,0.0781,0.0940,4.5329,0.0437,0.0437,32
67,0.0899,0.0091,0.0794,0.0982,4.1307,0.0546,0.0512,32
68,0.0876,0.0085,0.0773,0.0948,4.3435,0.0546,0.0529,32
69,0.0886,0.0097,0.0776,0.0976,4.2196,0.0572,0.0508,32
70,0.0862,0.0102,0.0750,0.0926,3.9927,0.1260,0.1105,32
71,0.0868,0.0084,0.0767,0.0927,4.2718,0.0637,0.0641,32
72,0.0869,0.0089,0.0761,0.0956,4.5056,0.0606,0.0451,33
73,0.0844,0.0086,0.0744,0.0934,3.9396,0.0615,0.0696,33
74,0.0894,0.0106,0.0765,0.0959,5.4684,0.0129,0.0132,32
75,0.0854,0.0090,0.0746,0.0928,4.5963,0.0302,0.0314,32
76,0.0836,0.0085,0.0736,0.0932,3.9898,0.0775,0.0756,33
77,0.0848,0.0090,0.0748,0.0948,3.6567,0.1064,0.1030,32
78,0.0885,0.0109,0.0762,0.0951,4.6583,0.0507,0.0474,32
79,0.0865,0.0085,0.0763,0.0966,4.2881,0.0580,0.0497,32
80,0.0833,0.0094,0.0717,0.0899,4.9731,0.0193,0.0213,32
81,0.0784,0.0081,0.0686,0.0794,4.1388,0.0599,0.0520,33
82,0.0762,0.0081,0.0643,0.0687,6.2860,0.0097,0.0085,32
83,0.0684,0.0080,0.0570,0.0605,5.8064,0.0096,0.0095,33
84,0.0648,0.0087,0.0541,0.0598,4.6766,0.0397,0.0430,32
85,0.0628,0.0080,0.0528,0.0593,4.3981,0.0702,0.0738,32
86,0.0609,0.0088,0.0510,0.0587,3.7970,0.1558,0.1390,31
87,0.0650,0.0090,0.0543,0.0599,4.4441,0.0571,0.0524,32
88,0.0623,0.0082,0.0523,0.0594,4.1981,0.0580,0.0533,32
89,0.0652,0.0083,0.0541,0.0601,5.2248,0.0238,0.0211,33
90,0.0595,0.0078,0.0498,0.0584,4.1962,0.1200,0.0610,33
91,0.0610,0.0080,0.0514,0.0614,3.9491,0.0941,0.1280,32
92,0.0636,0.0095,0.0524,0.0615,4.5695,0.0639,0.0595,32
93,0.0608,0.0079,0.0509,0.0593,4.3148,0.0942,0.0899,32
94,0.0586,0.0077,0.0492,0.0562,4.0671,0.0817,0.0720,32
95,0.0599,0.0075,0.0502,0.0600,4.4439,0.0633,0.0582,32
96,0.0592,0.0081,0.0494,0.0601,4.1739,0.0760,0.0657,32
97,0.0583,0.0068,0.0497,0.0595,3.7940,0.0881,0.0993,32
98,0.0646,0.0122,0.0507,0.0584,5.3227,0.0494,0.0406,32
99,0.0587,0.0085,0.0484,0.0576,4.3507,0.0461,0.0444,32
100,0.0589,0.0075,0.0495,0.0595,4.1131,0.0734,0.0570,32
101,0.0587,0.0071,0.0496,0.0586,4.1826,0.0564,0.0680,32
102,0.0591,0.0069,0.0500,0.0598,4.2197,0.0789,0.1021,31
103,0.0588,0.0064,0.0502,0.0598,4.1235,0.0905,0.0813,32
104,0.0565,0.0067,0.0475,0.0594,4.2849,0.0677,0.0966,32
105,0.0600,0.0090,0.0499,0.0608,3.7836,0.1451,0.1287,33
106,0.0548,0.0063,0.0466,0.0589,3.8244,0.0868,0.0801,32
107,0.0545,0.0058,0.0469,0.0575,3.5093,0.1224,0.1128,32
108,0.0563,0.0067,0.0481,0.0606,3.6024,0.1161,0.1211,32
109,0.0567,0.0075,0.0478,0.0597,3.6243,0.1344,0.1138,32
110,0.0540,0.0058,0.0461,0.0558,3.7995,0.0694,0.0764,32
111,0.0561,0.0061,0.0478,0.0596,3.9913,0.0702,0.0602,31
112,0.0572,0.0058,0.0491,0.0604,4.0762,0.0650,0.0672,32
113,0.0507,0.0049,0.0440,0.0555,3.3118,0.1563,0.1689,32
114,0.0540,0.0057,0.0466,0.0582,3.3413,0.1493,0.1424,32
115,0.0535,0.0080,0.0442,0.0548,3.6775,0.0954,0.0790,32
116,0.0553,0.0054,0.0477,0.0586,3.7946,0.0882,0.0917,32
117,0.0525,0.0051,0.0450,0.0592,3.8777,0.0647,0.0612,32
118,0.0537,0.0049,0.0463,0.0592,3.9896,0.0678,0.0748,33
119,0.0544,0.0051,0.0466,0.0575,4.1937,0.0792,0.0924,32
120,0.0532,0.0046,0.0465,0.0591,3.5001,0.0951,0.0827,32
121,0.0524,0.0046,0.0457,0.0564,3.3958,0.1402,0.1271,32
122,0.0553,0.0051,0.0476,0.0616,4.0820,0.0685,0.0558,32
123,0.0520,0.0045,0.0451,0.0587,3.7764,0.0598,0.0726,32
124,0.0528,0.0053,0.0455,0.0593,3.5698,0.1085,0.1101,32
125,0.0510,0.0046,0.0444,0.0574,3.4343,0.1051,0.1040,32
126,0.0526,0.0044,0.0458,0.0599,3.6773,0.1000,0.0997,32
127,0.0520,0.0044,0.0452,0.0593,3.6613,0.0886,0.0846,32
128,0.0543,0.0051,0.0468,0.0581,3.9935,0.0654,0.0632,32
129,0.0529,0.0055,0.0452,0.0585,3.8908,0.0609,0.0625,33
130,0.0526,0.0051,0.0453,0.0603,3.8528,0.0636,0.0644,32
131,0.0506,0.0049,0.0437,0.0565,3.3959,0.1232,0.1110,33
132,0.0498,0.0043,0.0433,0.0568,3.4714,0.1055,0.1180,32
133,0.0503,0.0042,0.0443,0.0586,3.1049,0.1458,0.1519,32
134,0.0512,0.0050,0.0439,0.0564,3.7836,0.0945,0.0836,33
135,0.0520,0.0044,0.0451,0.0576,3.8044,0.0827,0.0744,31
136,0.0500,0.0042,0.0439,0.0580,3.2332,0.1054,0.1025,32
137,0.0513,0.0045,0.0443,0.0568,3.9192,0.0557,0.0646,32
138,0.0550,0.0044,0.0481,0.0580,3.8547,0.0764,0.0627,32
139,0.0540,0.0047,0.0464,0.0591,4.3385,0.0732,0.0652,33
140,0.0499,0.0046,0.0426,0.0567,4.0472,0.0556,0.0524,33
141,0.0499,0.0044,0.0433,0.0575,3.5283,0.0992,0.0873,32
142,0.0515,0.0046,0.0441,0.0574,4.1741,0.0505,0.0488,32
143,0.0496,0.0044,0.0430,0.0567,3.4950,0.1115,0.1153,32
144,0.0518,0.0047,0.0447,0.0592,3.8649,0.0632,0.0592,32
145,0.0499,0.0043,0.0436,0.0558,3.3190,0.1348,0.1361,32
146,0.0506,0.0040,0.0445,0.0589,3.2773,0.1300,0.1199,32
147,0.0509,0.0043,0.0442,0.0566,3.7784,0.0764,0.0684,32
148,0.0496,0.0037,0.0437,0.0582,3.2861,0.1078,0.1071,33
149,0.0485,0.0039,0.0425,0.0579,3.2294,0.1143,0.1045,32
150,0.0493,0.0041,0.0432,0.0579,3.2407,0.1146,0.1122,32
151,0.0496,0.0040,0.0433,0.0588,3.4792,0.0905,0.0913,32
152,0.0512,0.0038,0.0450,0.0569,3.4456,0.1337,0.1463,32
153,0.0501,0.0042,0.0435,0.0579,3.7187,0.0834,0.0866,32
154,0.0507,0.0041,0.0442,0.0570,3.6033,0.0819,0.0733,32
155,0.0484,0.0039,0.0424,0.0574,3.2160,0.1038,0.1009,32
156,0.0516,0.0041,0.0451,0.0567,3.5845,0.0827,0.0787,32
157,0.0494,0.0040,0.0432,0.0579,3.3573,0.1102,0.1050,32
158,0.0496,0.0038,0.0438,0.0576,3.1818,0.1529,0.1466,32
159,0.0489,0.0036,0.0433,0.0588,3.1166,0.1255,0.1248,32
160,0.0497,0.0038,0.0439,0.0616,3.1642,0.1219,0.1187,32
161,0.0490,0.0043,0.0422,0.0567,3.7657,0.0967,0.0744,32
162,0.0488,0.0039,0.0429,0.0562,3.1547,0.1455,0.1423,32
163,0.0488,0.0036,0.0426,0.0573,3.5842,0.0797,0.0709,31
164,0.0480,0.0035,0.0427,0.0567,2.8412,0.1584,0.1551,32
165,0.0484,0.0033,0.0432,0.0584,2.9014,0.1559,0.1682,32
166,0.0501,0.0036,0.0440,0.0582,3.5956,0.0815,0.0903,33
167,0.0515,0.0036,0.0454,0.0592,3.6524,0.0890,0.0721,32
168,0.0505,0.0039,0.0441,0.0575,3.7007,0.0687,0.0687,32
169,0.0489,0.0035,0.0431,0.0567,3.3115,0.1036,0.1027,33
170,0.0499,0.0039,0.0438,0.0570,3.4259,0.1100,0.0998,32
171,0.0488,0.0037,0.0429,0.0580,3.3354,0.1116,0.1121,32
172,0.0495,0.0045,0.0428,0.0576,3.5460,0.1113,0.1056,32
173,0.0473,0.0036,0.0418,0.0574,3.0057,0.1759,0.1600,32
174,0.0483,0.0036,0.0425,0.0584,3.3801,0.0969,0.0907,32
175,0.0494,0.0035,0.0439,0.0568,3.1571,0.1439,0.1425,32
176,0.0500,0.0039,0.0434,0.0582,3.8388,0.0682,0.0608,31
177,0.0486,0.0035,0.0424,0.0559,3.7208,0.0636,0.0715,32
178,0.0492,0.0040,0.0430,0.0589,3.3704,0.1087,0.1074,32
179,0.0510,0.0039,0.0445,0.0586,3.8142,0.1013,0.0786,32
180,0.0480,0.0038,0.0419,0.0553,3.4905,0.0873,0.0925,31
181,0.0485,0.0035,0.0426,0.0572,3.3847,0.1047,0.0965,32
182,0.0473,0.0031,0.0421,0.0586,3.0349,0.1517,0.1586,32
183,0.0482,0.0036,0.0424,0.0560,3.2633,0.1216,0.1133,32
184,0.0477,0.0038,0.0417,0.0567,3.2713,0.1142,0.1024,32
185,0.0468,0.0033,0.0411,0.0563,3.4187,0.1148,0.1120,32
186,0.0453,0.0031,0.0408,0.0567,2.3231,0.2921,0.3053,32
187,0.0461,0.0034,0.0406,0.0558,3.1203,0.1040,0.1078,32
188,0.0468,0.0032,0.0420,0.0590,2.5662,0.1696,0.1655,32
189,0.0457,0.0032,0.0406,0.0564,2.9226,0.1648,0.1496,31
190,0.0483,0.0036,0.0424,0.0571,3.3854,0.0915,0.0955,32
191,0.0480,0.0038,0.0419,0.0568,3.4528,0.0980,0.1122,32
192,0.0490,0.0031,0.0431,0.0595,3.6685,0.0741,0.0673,32
193,0.0476,0.0031,0.0421,0.0581,3.3445,0.0903,0.1003,33
194,0.0490,0.0036,0.0426,0.0557,3.8863,0.0677,0.0540,33
195,0.0456,0.0031,0.0403,0.0552,3.1516,0.1198,0.1173,32
196,0.0475,0.0033,0.0421,0.0575,3.0616,0.1272,0.1284,32
197,0.0496,0.0047,0.0425,0.0556,3.7791,0.1032,0.1030,32
198,0.0492,0.0045,0.0425,0.0592,3.5502,0.0987,0.1086,32
199,0.0487,0.0032,0.0427,0.0553,3.7761,0.0977,0.0827,32
200,0.0495,0.0032,0.0439,0.0586,3.4783,0.0847,0.0819,32
201,0.0486,0.0035,0.0425,0.0572,3.6664,0.0882,0.0787,32
202,0.0479,0.0031,0.0426,0.0596,3.1000,0.1002,0.1109,32
203,0.0468,0.0030,0.0418,0.0584,2.9643,0.1392,0.1275,31
204,0.0442,0.0028,0.0395,0.0541,2.7881,0.1651,0.1799,33
205,0.0467,0.0031,0.0412,0.0562,3.3365,0.1411,0.1038,32
206,0.0487,0.0038,0.0423,0.0562,3.6941,0.0728,0.0857,31
207,0.0478,0.0034,0.0419,0.0563,3.5196,0.0921,0.0917,32
208,0.0457,0.0034,0.0401,0.0547,3.2393,0.1143,0.1144,32
209,0.0479,0.0034,0.0419,0.0550,3.6441,0.0740,0.0730,32
210,0.0457,0.0031,0.0403,0.0555,3.2401,0.1136,0.1204,33
211,0.0477,0.0035,0.0416,0.0534,3.6179,0.0937,0.0909,32
212,0.0450,0.0033,0.0397,0.0528,3.0390,0.1353,0.1497,32
213,0.0453,0.0032,0.0400,0.0427,3.1109,0.1697,0.1719,32
214,0.0423,0.0038,0.0360,0.0238,3.6340,0.0830,0.0747,32
215,0.0351,0.0034,0.0289,0.0104,3.7828,0.0669,0.0664,32
216,0.0331,0.0038,0.0265,0.0067,3.9514,0.0529,0.0536,33
217,0.0322,0.0040,0.0250,0.0066,4.4204,0.0382,0.0429,32
218,0.0300,0.0038,0.0228,0.0035,4.5329,0.0450,0.0402,32
219,0.0300,0.0039,0.0229,0.0052,4.3491,0.0399,0.0379,32
220,0.0269,0.0038,0.0203,0.0028,3.9926,0.0680,0.0679,33
221,0.0246,0.0040,0.0185,0.0037,3.3883,0.1109,0.1155,32
222,0.0296,0.0045,0.0216,0.0026,4.8815,0.0314,0.0315,32
223,0.0270,0.0036,0.0202,0.0036,4.3682,0.0373,0.0405,32
224,0.0260,0.0039,0.0194,0.0027,3.9455,0.0719,0.0685,32
225,0.0253,0.0037,0.0189,0.0034,3.8855,0.0746,0.0727,32
226,0.0255,0.0037,0.0190,0.0029,3.9249,0.0547,0.0532,32
227,0.0236,0.0037,0.0175,0.0034,3.5263,0.1127,0.1240,32
228,0.0238,0.0036,0.0180,0.0030,3.2842,0.1330,0.1236,33
229,0.0245,0.0038,0.0183,0.0026,3.5202,0.0912,0.0918,32
230,0.0244,0.0039,0.0179,0.0030,3.7328,0.1048,0.1147,31
231,0.0239,0.0038,0.0177,0.0030,3.6348,0.0771,0.0821,32
232,0.0224,0.0037,0.0165,0.0033,3.3603,0.0940,0.0922,32
233,0.0233,0.0043,0.0168,0.0024,3.5106,0.0887,0.0852,32
234,0.0247,0.0042,0.0178,0.0034,3.9322,0.0636,0.0716,32
235,0.0217,0.0035,0.0160,0.0024,3.2051,0.1419,0.1444,32
236,0.0241,0.0037,0.0179,0.0038,3.6415,0.1183,0.1087,32
237,0.0241,0.0036,0.0178,0.0027,3.8170,0.0593,0.0623,32
238,0.0249,0.0041,0.0182,0.0041,3.8592,0.0726,0.0734,32
239,0.0265,0.0040,0.0193,0.0036,4.4009,0.0535,0.0454,33
240,0.0221,0.0039,0.0159,0.0024,3.5264,0.0915,0.0962,32
241,0.0234,0.0033,0.0175,0.0028,3.5215,0.1307,0.1262,33
242,0.0216,0.0036,0.0155,0.0018,3.5987,0.0866,0.0862,32
243,0.0242,0.0033,0.0180,0.0030,3.8221,0.0613,0.0655,32
244,0.0228,0.0038,0.0163,0.0019,3.8422,0.0577,0.0596,33
245,0.0234,0.0035,0.0172,0.0030,3.6968,0.0984,0.0971,33
246,0.0223,0.0034,0.0162,0.0019,3.7034,0.0749,0.0917,32
247,0.0227,0.0036,0.0168,0.0028,3.3704,0.1112,0.1218,33
248,0.0237,0.0044,0.0166,0.0019,4.0786,0.1276,0.1073,33
249,0.0219,0.0039,0.0158,0.0026,3.4146,0.1106,0.1242,32
250,0.0251,0.0042,0.0184,0.0030,3.7921,0.0636,0.0648,32
251,0.0240,0.0037,0.0179,0.0032,3.5569,0.1364,0.1367,32
252,0.0240,0.0038,0.0174,0.0028,3.9545,0.0693,0.0794,32
253,0.0227,0.0032,0.0168,0.0028,3.6636,0.1201,0.1027,32
254,0.0205,0.0031,0.0151,0.0018,3.1608,0.1291,0.1323,32
255,0.0220,0.0040,0.0156,0.0023,3.5745,0.0956,0.1088,32
256,0.0223,0.0032,0.0164,0.0024,3.7019,0.0836,0.0780,33
257,0.0219,0.0034,0.0159,0.0023,3.6138,0.0653,0.0657,32
258,0.0233,0.0038,0.0168,0.0021,3.8965,0.0588,0.0559,32
259,0.0231,0.0041,0.0162,0.0021,4.0880,0.0627,0.0616,32
260,0.0207,0.0032,0.0149,0.0018,3.5241,0.0917,0.0999,32
261,0.0228,0.0035,0.0169,0.0042,3.4987,0.1198,0.1180,32
262,0.0226,0.0034,0.0166,0.0033,3.6626,0.0864,0.0836,32
263,0.0219,0.0036,0.0155,0.0030,3.8240,0.0919,0.0812,32
264,0.0209,0.0036,0.0152,0.0033,3.2299,0.0998,0.1177,32
265,0.0208,0.0033,0.0151,0.0013,3.3450,0.1041,0.0999,32
266,0.0226,0.0033,0.0165,0.0030,3.7979,0.0745,0.0719,33
267,0.0219,0.0032,0.0157,0.0019,4.0086,0.0719,0.0674,32
268,0.0195,0.0032,0.0141,0.0009,3.1539,0.1127,0.1224,32
269,0.0212,0.0035,0.0149,0.0016,3.8627,0.0700,0.0667,33
270,0.0235,0.0040,0.0165,0.0028,4.2117,0.0419,0.0423,32
271,0.0212,0.0034,0.0153,0.0024,3.5156,0.0945,0.0986,32
272,0.0229,0.0037,0.0166,0.0033,3.7479,0.1035,0.1081,32
273,0.0203,0.0034,0.0143,0.0023,3.5446,0.0846,0.0888,32
274,0.0228,0.0034,0.0168,0.0037,3.6432,0.0812,0.0827,32
275,0.0205,0.0035,0.0143,0.0013,3.7074,0.0721,0.0752,32
276,0.0197,0.0035,0.0140,0.0023,3.2600,0.1475,0.1511,32
277,0.0207,0.0033,0.0149,0.0023,3.4897,0.1060,0.1034,33
278,0.0226,0.0039,0.0158,0.0021,4.1285,0.0788,0.0624,32
279,0.0219,0.0034,0.0159,0.0037,3.6643,0.0940,0.0924,32
280,0.0190,0.0031,0.0135,0.0019,3.3578,0.0840,0.0951,32
281,0.0207,0.0028,0.0155,0.0025,3.2599,0.1329,0.1268,32
282,0.0210,0.0034,0.0147,0.0018,3.8819,0.0505,0.0573,32
283,0.0209,0.0031,0.0151,0.0019,3.6102,0.0896,0.0812,33
284,0.0200,0.0035,0.0143,0.0017,3.2370,0.1302,0.1464,32
285,0.0202,0.0028,0.0150,0.0025,3.2402,0.1415,0.1337,32
286,0.0224,0.0035,0.0161,0.0025,3.9302,0.0680,0.0727,32
287,0.0224,0.0036,0.0159,0.0034,3.9425,0.0710,0.0681,32
288,0.0203,0.0029,0.0148,0.0012,3.4955,0.0979,0.0974,32
289,0.0192,0.0030,0.0138,0.0019,3.3287,0.0927,0.0983,32
290,0.0230,0.0034,0.0168,0.0025,3.7492,0.1098,0.1167,33
291,0.0208,0.0036,0.0147,0.0022,3.5668,0.0890,0.0959,32
292,0.0196,0.0030,0.0139,0.0014,3.5565,0.1105,0.0998,32
293,0.0206,0.0034,0.0147,0.0021,3.4330,0.0990,0.1063,32
294,0.0219,0.0038,0.0155,0.0027,3.7690,0.1180,0.1169,32
295,0.0213,0.0037,0.0149,0.0037,3.8345,0.0884,0.0939,32
296,0.0189,0.0030,0.0134,0.0015,3.3015,0.0885,0.0889,32
297,0.0206,0.0032,0.0146,0.0028,3.8309,0.0662,0.0604,32
298,0.0191,0.0031,0.0134,0.0013,3.5103,0.0856,0.0986,32
299,0.0219,0.0035,0.0157,0.0031,3.6962,0.1164,0.0994,32
300,0.0226,0.0033,0.0162,0.0027,4.0365,0.0540,0.0571,32
301,0.0203,0.0030,0.0146,0.0015,3.5895,0.0757,0.0734,33
302,0.0221,0.0031,0.0162,0.0025,3.7546,0.0851,0.0814,32
303,0.0210,0.0035,0.0147,0.0019,3.8113,0.0743,0.0835,33
304,0.0201,0.0032,0.0144,0.0016,3.4901,0.1128,0.1161,32
305,0.0204,0.0034,0.0140,0.0022,3.9716,0.0614,0.0708,31
306,0.0201,0.0034,0.0141,0.0024,3.5764,0.1089,0.1007,32
307,0.0203,0.0043,0.0141,0.0023,3.1549,0.1182,0.1269,32
308,0.0184,0.0029,0.0132,0.0023,3.1487,0.1425,0.1510,33
309,0.0201,0.0031,0.0147,0.0028,3.2163,0.1613,0.1551,32
310,0.0204,0.0034,0.0146,0.0025,3.4785,0.0877,0.0872,32
311,0.0191,0.0032,0.0132,0.0020,3.6386,0.0728,0.0753,32
312,0.0218,0.0033,0.0154,0.0019,4.1280,0.0737,0.0679,32
313,0.0193,0.0032,0.0135,0.0030,3.5299,0.0848,0.0886,32
314,0.0199,0.0030,0.0143,0.0026,3.4813,0.0931,0.0966,32
315,0.0196,0.0035,0.0135,0.0032,3.6555,0.0819,0.0761,32
316,0.0209,0.0034,0.0147,0.0028,3.7705,0.0782,0.0825,32
317,0.0184,0.0031,0.0130,0.0013,3.3453,0.1190,0.1197,31
318,0.0184,0.0028,0.0130,0.0013,3.3928,0.0997,0.1074,32
319,0.0203,0.0028,0.0147,0.0028,3.5828,0.0917,0.0856,32
320,0.0183,0.0030,0.0128,0.0020,3.4265,0.0772,0.0833,32
321,0.0212,0.0032,0.0152,0.0021,3.7636,0.0801,0.0711,32
322,0.0201,0.0031,0.0140,0.0013,3.8905,0.0617,0.0629,32
323,0.0174,0.0030,0.0120,0.0019,3.2284,0.1279,0.1292,32
324,0.0197,0.0028,0.0145,0.0021,3.3243,0.0921,0.0884,32
325,0.0207,0.0035,0.0142,0.0024,4.0365,0.0583,0.0612,32
326,0.0193,0.0029,0.0139,0.0023,3.3639,0.1310,0.1456,32
327,0.0173,0.0030,0.0119,0.0011,3.3061,0.1331,0.1183,32
328,0.0207,0.0033,0.0149,0.0022,3.4967,0.1054,0.1112,32
329,0.0178,0.0032,0.0121,0.0014,3.4427,0.1019,0.0972,31
330,0.0193,0.0034,0.0134,0.0021,3.5524,0.1001,0.0980,32
331,0.0209,0.0033,0.0147,0.0022,3.9027,0.0655,0.0716,32
332,0.0195,0.0032,0.0139,0.0025,3.3707,0.1164,0.1189,32
333,0.0192,0.0032,0.0133,0.0025,3.7053,0.0857,0.0817,32
334,0.0192,0.0032,0.0131,0.0017,3.8400,0.0679,0.0726,32
335,0.0193,0.0029,0.0136,0.0022,3.5861,0.1039,0.0922,33
336,0.0177,0.0026,0.0128,0.0011,3.0878,0.1415,0.1502,32
337,0.0195,0.0034,0.0135,0.0017,3.6650,0.0764,0.0699,32
338,0.0190,0.0029,0.0134,0.0018,3.5758,0.0781,0.0826,33
339,0.0197,0.0029,0.0140,0.0026,3.6469,0.0801,0.0846,32
340,0.0197,0.0030,0.0140,0.0033,3.6679,0.0932,0.0799,32
341,0.0201,0.0031,0.0140,0.0012,3.9449,0.0607,0.0679,32
342,0.0207,0.0034,0.0142,0.0022,4.1130,0.0498,0.0540,32
343,0.0209,0.0032,0.0148,0.0023,3.8846,0.0825,0.0867,32
344,0.0187,0.0029,0.0133,0.0016,3.4543,0.1018,0.0999,32
345,0.0189,0.0032,0.0133,0.0023,3.3845,0.1509,0.1673,32
346,0.0158,0.0027,0.0107,0.0020,3.2248,0.1034,0.1021,31
347,0.0197,0.0027,0.0144,0.0029,3.3859,0.0984,0.0920,32
348,0.0170,0.0028,0.0121,0.0019,2.9307,0.1669,0.1706,32
349,0.0235,0.0039,0.0169,0.0034,3.8811,0.1099,0.1020,32
350,0.0191,0.0030,0.0131,0.0014,3.9789,0.0680,0.0609,32
351,0.0196,0.0033,0.0133,0.0022,3.9149,0.0533,0.0647,32
352,0.0171,0.0028,0.0121,0.0013,3.0979,0.1185,0.1110,32
353,0.0178,0.0028,0.0125,0.0022,3.3454,0.0927,0.1027,32
354,0.0204,0.0036,0.0142,0.0030,3.7541,0.0920,0.0881,33
355,0.0177,0.0030,0.0122,0.0013,3.3523,0.1344,0.1223,32
356,0.0187,0.0030,0.0134,0.0025,3.1849,0.1378,0.1427,32
