epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
357,0.0171,0.0033,0.0115,0.0011,3.3448,0.0903,0.0989,32
358,0.0167,0.0025,0.0118,0.0015,3.1908,0.1000,0.0992,32
359,0.0189,0.0029,0.0135,0.0025,3.4348,0.0988,0.0983,32
360,0.0172,0.0029,0.0118,0.0012,3.3443,0.1131,0.1065,33
361,0.0186,0.0028,0.0133,0.0014,3.3529,0.0966,0.1034,32
362,0.0197,0.0032,0.0136,0.0023,3.9210,0.0697,0.0766,33
363,0.0200,0.0030,0.0142,0.0034,3.7768,0.0719,0.0702,33
364,0.0192,0.0029,0.0130,0.0017,4.2440,0.0553,0.0573,32
365,0.0198,0.0031,0.0140,0.0023,3.6985,0.0807,0.0794,32
366,0.0188,0.0028,0.0131,0.0020,3.6990,0.0790,0.0757,32
367,0.0192,0.0030,0.0132,0.0015,3.8252,0.0692,0.0730,33
368,0.0191,0.0028,0.0134,0.0029,3.7291,0.0786,0.0850,31
369,0.0188,0.0030,0.0135,0.0023,3.2511,0.1490,0.1554,32
370,0.0193,0.0033,0.0134,0.0020,3.5664,0.1098,0.1006,32
371,0.0171,0.0028,0.0118,0.0015,3.4137,0.0976,0.0961,32
372,0.0176,0.0027,0.0122,0.0025,3.5196,0.0839,0.0868,32
373,0.0186,0.0025,0.0132,0.0020,3.6997,0.0818,0.0875,32
374,0.0180,0.0029,0.0123,0.0024,3.6159,0.0663,0.0642,32
375,0.0189,0.0033,0.0128,0.0022,3.8171,0.0767,0.0818,32
376,0.0179,0.0033,0.0122,0.0024,3.4319,0.1229,0.1263,32
377,0.0183,0.0027,0.0130,0.0027,3.5256,0.0938,0.0928,32
378,0.0166,0.0023,0.0119,0.0028,3.1387,0.1364,0.1381,32
379,0.0183,0.0027,0.0129,0.0014,3.5820,0.0864,0.0884,32
380,0.0161,0.0030,0.0105,0.0009,3.5351,0.0873,0.0908,32
381,0.0179,0.0029,0.0124,0.0027,3.4656,0.0919,0.0962,32
382,0.0178,0.0031,0.0120,0.0017,3.6445,0.0734,0.0731,32
383,0.0164,0.0028,0.0110,0.0008,3.5235,0.1044,0.0976,32
384,0.0178,0.0029,0.0124,0.0031,3.3349,0.1095,0.1125,32
385,0.0180,0.0031,0.0121,0.0013,3.7804,0.0692,0.0682,32
386,0.0182,0.0027,0.0127,0.0020,3.5756,0.1048,0.0996,32
387,0.0162,0.0029,0.0107,0.0014,3.4572,0.1081,0.1187,32
388,0.0162,0.0027,0.0110,0.0018,3.2915,0.0908,0.0922,32
389,0.0181,0.0031,0.0124,0.0020,3.5372,0.0803,0.0795,32
390,0.0180,0.0029,0.0122,0.0014,3.7865,0.0804,0.0944,32
391,0.0155,0.0025,0.0107,0.0023,2.9556,0.1734,0.1482,32
392,0.0157,0.0028,0.0105,0.0007,3.2141,0.1230,0.1340,32
393,0.0182,0.0028,0.0128,0.0014,3.4495,0.1064,0.0957,32
394,0.0183,0.0031,0.0124,0.0018,3.8168,0.0798,0.0820,33
395,0.0169,0.0028,0.0112,0.0016,3.7012,0.0966,0.1011,32
396,0.0170,0.0029,0.0115,0.0019,3.4436,0.1145,0.1068,32
397,0.0180,0.0033,0.0121,0.0030,3.5888,0.0738,0.0854,32
398,0.0163,0.0027,0.0112,0.0024,3.2496,0.1174,0.1148,32
399,0.0205,0.0029,0.0146,0.0049,3.8174,0.0863,0.0791,32
400,0.0193,0.0030,0.0130,0.0017,4.1682,0.0447,0.0492,33
