epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
352,0.0290,0.0037,0.0224,0.0035,4.0481,0.0588,0.0647,32
353,0.0293,0.0040,0.0224,0.0047,4.0458,0.0763,0.0734,32
354,0.0287,0.0043,0.0215,0.0030,4.2833,0.0530,0.0632,32
355,0.0266,0.0035,0.0205,0.0030,3.6246,0.0809,0.0789,31
356,0.0280,0.0034,0.0219,0.0037,3.8012,0.0795,0.0752,31
357,0.0274,0.0035,0.0210,0.0037,3.8930,0.0999,0.0862,31
358,0.0276,0.0036,0.0212,0.0025,3.8750,0.0729,0.0867,31
359,0.0276,0.0036,0.0214,0.0019,3.6887,0.0928,0.0864,32
360,0.0258,0.0038,0.0197,0.0026,3.4581,0.1280,0.1368,31
361,0.0291,0.0041,0.0219,0.0039,4.3705,0.0850,0.0948,31
362,0.0272,0.0035,0.0211,0.0027,3.6702,0.0790,0.0846,31
363,0.0268,0.0035,0.0204,0.0031,3.8988,0.0679,0.0677,31
364,0.0288,0.0035,0.0223,0.0047,4.0064,0.0747,0.0763,31
365,0.0269,0.0033,0.0208,0.0034,3.8012,0.0822,0.0815,31
366,0.0256,0.0032,0.0200,0.0029,3.3738,0.0968,0.0999,32
367,0.0266,0.0035,0.0204,0.0040,3.7207,0.0766,0.0784,31
368,0.0285,0.0036,0.0222,0.0040,3.7322,0.0860,0.0860,31
369,0.0260,0.0034,0.0201,0.0023,3.5102,0.1153,0.1138,31
370,0.0266,0.0039,0.0203,0.0036,3.5775,0.0848,0.0975,32
371,0.0252,0.0032,0.0193,0.0030,3.7165,0.0780,0.0815,31
372,0.0263,0.0033,0.0204,0.0031,3.5551,0.0877,0.0911,31
373,0.0292,0.0039,0.0223,0.0037,4.2565,0.0794,0.0514,32
374,0.0259,0.0032,0.0201,0.0030,3.5741,0.0989,0.1101,31
375,0.0259,0.0032,0.0200,0.0021,3.6371,0.0870,0.0909,31
376,0.0270,0.0031,0.0210,0.0033,3.8616,0.0506,0.0594,31
377,0.0282,0.0036,0.0219,0.0038,3.7245,0.0876,0.1016,31
378,0.0271,0.0034,0.0209,0.0036,3.7812,0.1064,0.0878,31
379,0.0251,0.0037,0.0190,0.0019,3.4829,0.1027,0.1107,32
380,0.0274,0.0033,0.0214,0.0034,3.6710,0.0804,0.0864,32
381,0.0265,0.0032,0.0204,0.0033,3.7684,0.1087,0.1157,32
382,0.0270,0.0030,0.0214,0.0035,3.4633,0.0930,0.0950,31
383,0.0271,0.0039,0.0203,0.0032,4.1098,0.0718,0.0652,31
384,0.0268,0.0037,0.0205,0.0022,3.8220,0.0953,0.0855,31
385,0.0297,0.0037,0.0223,0.0025,4.7952,0.0349,0.0325,32
386,0.0250,0.0031,0.0191,0.0029,3.7749,0.0808,0.0817,31
387,0.0247,0.0031,0.0189,0.0027,3.6394,0.1111,0.1095,32
388,0.0272,0.0037,0.0212,0.0027,3.4050,0.1107,0.1084,32
389,0.0286,0.0036,0.0223,0.0045,3.7994,0.0870,0.0841,31
390,0.0267,0.0035,0.0202,0.0025,4.0310,0.0756,0.0811,31
391,0.0258,0.0031,0.0203,0.0039,3.3233,0.1027,0.0999,31
392,0.0282,0.0038,0.0218,0.0044,3.7041,0.0978,0.1061,31
393,0.0288,0.0033,0.0225,0.0038,3.9312,0.0645,0.0685,32
394,0.0258,0.0032,0.0197,0.0029,3.9399,0.0852,0.0746,32
395,0.0254,0.0030,0.0197,0.0035,3.5552,0.0862,0.0974,32
396,0.0274,0.0032,0.0208,0.0024,4.3143,0.0490,0.0464,32
397,0.0266,0.0032,0.0206,0.0047,3.6719,0.0659,0.0940,31
398,0.0263,0.0032,0.0203,0.0022,3.8235,0.1160,0.0919,31
399,0.0249,0.0031,0.0192,0.0026,3.4668,0.0904,0.0911,31
400,0.0254,0.0032,0.0200,0.0043,3.0767,0.1167,0.1217,31
